"id","address","description","material","name","officehour","photo","process","since","tel","project","lat","lang","no","goods","business","category","before_name","gu","idx","instagramKeyword"
706,"청계천로159","-","-","보경종합상사","-","-","-","-","011-231-7633","-","552192.9514","199589.6362","-","기타","기타","-","-","종로구","706","보경종합상사"
707,"청계천로201","CCTV","CCTV,통신장비","보광정보통신","-","-","-","-","02-2277-4497","-","-","-","-","통신","판매","-","-","중구","707","보광정보통신"
704,"청계천로160","-","-","법무법인태인","-","-","-","-","-","-","552085.6721","199596.5571","-","기타","기타","-","-","중구","704","법무법인태인"
703,"청계천로159","-","-","범진사(창고)","-","-","-","-","-","-","552166.1517","199589.2812","-","-","-","-","-","종로구","703","범진사"
702,"을지로157","-","-","범아세무회계사무소","-","-","-","-","02-2273-2355","-","551986.7576","199589.7736","-","기타","기타","-","-","중구","702","범아세무회계사무소"
701,"청계천로162","베어링","베어링","번영베어링","-","-","-","-","2274-5558,2273-5558","-","-","-","-","기계","판매","자재","-","종로구","701","번영베어링"
700,"을지로157","오락기","게임기","번성전자","-","-","-","-","02-2277-0853","-","551929.041000 ","199593.807400 ","-","오락기","판매","-","-","중구","700","번성전자"
699,"청계천로159","-","-","백천테크","-","-","-","-","010-5272-4269","-","552225.3297","199584.8287","-","-","-","-","-","종로구","699","백천테크"
698,"을지로32길36-34","조명제작","조명","백진조명","-","-","-","-","2273-1746","-","-","-","-","-","-","조명","-","중구","698","백진조명"
697,"청계천로184","음향기기","음향기기","백제전자","-","-","-","-","02-2264-2644","-","-","-","-","음향","판매","-","-","중구","697","백제전자"
696,"청계천로160","-","-","백제음향","-","-","-","-","-","-","552036.6774","199583.1468","-","음향","판매","-","-","중구","696","백제음향"
694,"을지로157","중고음향기기전문","음향기기","백산전자","-","-","-","-","010-3713-5129","-","552014.978600 ","199592.316800 ","-","음향","판매","-","-","중구","694","백산전자"
693,"청계천로159","전자부품","전자부품","백범전자","-","-","-","-","02-2276-0567","-","-","-","-","전기/전자","판매","-","-","종로구","693","백범전자"
692,"청계천로159","전자부품","전자부품","백범전자","-","-","-","-","02-2276-0567","-","-","-","-","전기/전자","판매","-","-","종로구","692","백범전자"
691,"청계천로159","전자부품","전자부품","백범전자","-","-","-","-","02-2276-0567","-","-","-","-","전기/전자","판매","-","-","종로구","691","백범전자"
690,"청계천로159","전자부품","전자부품","백범전자","-","-","-","-","02-2276-0567","-","-","-","-","전기/전자","판매","-","-","종로구","690","백범전자"
689,"청계천로133","공구임대,전동공구","전동공구","백두공구","-","-","-","-","2279-6862~3","-","-","-","-","기계","판매","공구","-","종로구","689","백두공구"
688,"-","전기,조명,전기공사상담","조명","백광전업사","-","-","-","-","2265-3564","-","-","-","-","-","-","조명","폐업","-","688","백광전업사"
687,"을지로157","-","-","발렌시아","-","-","-","-","010-5380-1180","-","551937.3597","199612.0886","-","-","-","-","-","중구","687","발렌시아"
686,"청계천로160","-","-","반도전자","-","-","-","-","02-2267-8741","-","552043.0437","199603.4948","-","-","-","-","-","중구","686","반도전자"
685,"청계천로160","-","-","반도전자","-","-","-","-","02-2267-8741","-","552045.1819","199603.2944","-","-","-","-","-","중구","685","반도전자"
684,"청계천로159","수입오디오및음향기기","음향기기","반도전자","-","-","-","-","02-2267-6362","-","552176.194900 ","199585.245100 ","-","음향","판매","-","-","종로구","684","반도전자"
683,"-","계측기교정","전자계측기","바보전기","-","-","-","-","270-4645~6","-","-","-","-","-","-","전기전자","-","-","683","바보전기"
681,"창경궁로5길34-21","선반가공,밀링가공,각종기계제작,인테리어","-","믿음정밀","-","-","선반밀링","-","010-6236-3523","-","-","-","-","-","판매","가공","-","중구","681","믿음정밀"
682,"청계천로159","배송","-","바다퀵특송","-","-","배송","-","02-2277-7474","-","552192.369600 ","199586.452300 ","-","기타","기타","-","-","종로구","682","바다퀵특송"
680,"청계천로159","소형가전","가전제품,모니터","믿음전자","-","-","-","-","02-2274-7980","-","552173.327500 ","199594.255800 ","-","가전","판매","-","-","종로구","680","믿음전자"
679,"청계천로159","-","-","민성전자","-","-","-","-","02-2266-1032","-","552204.6307","199582.1772","-","전기/전자","판매","-","-","종로구","679","민성전자"
678,"청계천로159","-","-","민성전자","-","-","-","-","02-2266-1032","-","552206.799","199581.9432","-","전기/전자","판매","-","-","종로구","678","민성전자"
677,"청계천로159","-","-","민성전자","-","-","-","-","02-2266-1032","-","552208.9672","199581.7093","-","전기/전자","판매","-","-","종로구","677","민성전자"
676,"청계천로159","CCTV","CCTV","미향전자","-","-","-","-","02-2279-3949","-","552203.010200 ","199570.025900 ","-","통신","판매","-","-","종로구","676","미향전자"
675,"청계천로159","정수기","정수기,에어컨","미진사","-","-","-","-","02-2266-5405","-","552212.022600 ","199569.053500 ","-","가전","판매","-","-","종로구","675","미진사"
674,"청계천로159","정수기","정수기,에어컨","미진사","-","-","-","-","02-2266-5405","-","552212.022600 ","199569.053500 ","-","가전","판매","-","-","종로구","674","미진사"
673,"을지로19길5","배선기구","배선기구","미주전기","-","-","-","-","010-5275-9510","-","-","-","-","-","-","전기전자","-","중구","673","미주전기"
672,"창경궁로5길28","알곤용접,행거제작,철구조물제작,간판후레임제작,매장집기제작","행거,철구조물,간판,매장집기","미주금속","-","-","아르곤용접","-","2291-1282","-","-","-","-","-","판매","가공","-","중구","672","미주금속"
671,"청계천로159","레코드","레코드","미오레코드","-","-","-","-","070-8829-7001","-","552215.520000 ","199581.001000 ","-","음향","판매","-","-","종로구","671","미오레코드"
670,"을지로159-1","공장직영도/소매주문제작","조명","미소조명","-","-","-","-","2277-6160,2273-6160","-","-","-","-","-","-","조명","-","중구","670","미소조명"
669,"을지로157","PCB","PCB","미소전자","-","-","-","-","02-2057-0912","-","551945.583500 ","199593.917200 ","-","전자","개발","-","-","중구","669","미소전자"
668,"을지로157","쇼핑비닐","비닐,포장부자재,비닐","미소비닐앤케이스","-","-","-","-","070-8951-5795","-","551915.177500 ","199593.386100 ","-","기타","판매","-","-","중구","668","미소비닐앤케이스"
667,"청계천로160","-","-","미성전자","-","-","-","-","010-9058-5445","-","552043.6476","199586.786","-","-","-","-","-","중구","667","미성전자"
666,"청계천로159","실습용키트","실습용키트","미성전자","-","-","-","-","02-2279-0995","-","-","-","-","교육","개발/판매","-","-","종로구","666","미성전자"
664,"을지로157","음향기기","음향기기","미성음향","-","-","-","-","02-2273-3248","-","552006.140200 ","199603.746600 ","-","음향","판매","-","-","중구","664","미성음향"
665,"을지로157","음향기기","음향기기","미성음향","-","-","-","-","02-2273-3248","-","552006.140200 ","199603.746600 ","-","음향","판매","-","-","중구","665","미성음향"
663,"청계천로159","빔프로젝터","프로젝터,스크린,스피커","미성사운드","-","-","-","-","02-2274-3425","-","552174.963800 ","199578.877800 ","-","영상/음향","판매","-","-","종로구","663","미성사운드"
662,"청계천로159","빔프로젝터","프로젝터,스크린,스피커","미성사운드","-","-","-","-","02-2274-3425","-","552174.963800 ","199578.877800 ","-","영상/음향","판매","-","-","종로구","662","미성사운드"
661,"청계천로159","빔프로젝터","프로젝터,스크린,스피커","미성사운드","-","-","-","-","02-2274-3425","-","552174.963800 ","199578.877800 ","-","영상/음향","판매","-","-","종로구","661","미성사운드"
660,"청계천로159","빔프로젝터","프로젝터,스크린,스피커","미성사운드","-","-","-","-","02-2274-3425","-","552174.963800 ","199578.877800 ","-","영상/음향","판매","-","-","종로구","660","미성사운드"
659,"청계천로159","빔프로젝터","프로젝터,스크린,스피커","미성사운드","-","-","-","-","02-2274-3425","-","552174.963800 ","199578.877800 ","-","영상/음향","판매","-","-","종로구","659","미성사운드"
658,"청계천로159","빔프로젝터","프로젝터,스크린,스피커","미성사운드","-","-","-","-","02-2274-3425","-","552174.963800 ","199578.877800 ","-","영상/음향","판매","-","-","종로구","658","미성사운드"
657,"청계천로159","빔프로젝터","프로젝터,스크린,스피커","미성사운드","-","-","-","-","02-2274-3425","-","552174.963800 ","199578.877800 ","-","영상/음향","판매","-","-","종로구","657","미성사운드"
656,"종로134","의료기도매","가정용의료기","미산과학의료기","-","-","-","-","2267-4473","-","-","-","-","-","-","기타","-","종로구","656","미산과학의료기"
655,"을지로157","CCTV","CCTV,온수기,제습기","미미CCTV전자","-","-","-","-","02-2278-3980","-","551975.226600 ","199592.163300 ","-","통신","판매","-","-","중구","655","미미CCTV전자"
654,"청계천로159","IC","IC,TR,다이오드","미르세미컴","-","-","-","-","02-2263-2418","-","552172.242700 ","199584.325500 ","-","전기/전자","판매","-","-","종로구","654","미르세미컴"
653,"을지로151-1","특수조명,무대조명,수입조명","조명,특수조명,무대조명,수입특수램프","미래특수조명","-","-","-","-","2275-4751~2","-","-","-","-","-","-","조명","-","중구","653","미래특수조명"
652,"-","실크인쇄전문","-","미래컴퓨터조각","-","-","인쇄","-","2269-6303","-","-","-","-","-","판매","가공","-","-","652","미래컴퓨터조각"
647,"창경궁로5길34-14","선반가공,밀링가공,CNC가공","-","미래정밀","-","-","선반밀링,CNC","-","2269-3571,010-3739-3572","-","-","-","-","-","판매","가공","-","중구","647","미래정밀"
648,"을지로157","조명기기","조명","미래조명","-","-","-","-","02-2274-8509","-","551926.880400 ","199607.295200 ","-","조명","판매","-","-","중구","648","미래조명"
636,"청계천로159","-","-","문화전자(창고)","-","-","-","-","-","-","552191.3493","199577.1098","-","-","-","-","-","종로구","636","문화전자"
637,"종로26길23","납,희성솔더,실납,봉납,문화공구","납,납판,실납,봉납,각종공구,전자공구","문화테크","-","-","-","-","2279-8069","-","-","-","-","-","판매","공구","-","종로구","637","문화테크"
638,"청계천로159","-","-","뮤직시스템리서치","-","-","-","-","-","-","552162.3729","199593.2584","-","-","-","-","-","종로구","638","뮤직시스템리서치"
639,"창경궁로5다길6","후렉숀단조,메달,뺏지,금속라벨","메달,배지","미광금속","-","-","단조","-","010-4792-2364","-","-","-","-","-","판매","가공","-","중구","639","미광금속"
640,"청계천로159","매점","식음료","미니슈퍼","-","-","-","-","02-2267-0206","-","552245.067500 ","199586.876800 ","-","기타","판매","-","-","종로구","640","미니슈퍼"
641,"청계천로176","공산품","잡화","미니유통","-","-","-","-","010-4508-3121","-","-","-","-","F&B","판매","-","-","중구","641","미니유통"
642,"을지로157","-","-","미래로","-","-","-","-","-","-","551942.2379","199610.7432","-","-","-","-","-","중구","642","미래로"
282,"청계천로303","노래방","노래방기기,특수기계","대경전자","-","-","-","-","02-2274-3019","-","-","-","-","음향","판매","-","-","중구","282","대경전자"
283,"청계천로304","노래방","노래방기기,특수기계","대경전자","-","-","-","-","02-2274-3019","-","-","-","-","음향","판매","-","-","중구","283","대경전자"
284,"을지로157","마이크","마이크,스피커,앰프","대경프로웨이브","-","-","-","-","02-2266-7231","-","551978.877100 ","199595.699800 ","-","음향","판매","-","-","중구","284","대경프로웨이브"
285,"돈화문로2길4","온도,습도,비중계,타이머,조도계,풍속계,소음계,수질,공해,가스,환경측정기","온습도계,전자계측기","대광계기계측기","-","-","-","-","2278-6223~4(매장),2081-1273(공장)","-","-","-","-","-","판매","공구","-","종로구","285","대광계기계측기"
645,"을지로157","-","-","미래산업","-","-","-","-","-","-","551940.5967","199593.4954","-","-","-","-","-","중구","645","미래산업"
646,"을지로157","환풍기","환풍기","미래상사","-","-","-","-","010-3363-9575","-","551943.783100 ","199609.589900 ","-","가전","판매","-","-","중구","646","미래상사"
644,"청계천로160","-","-","미래산업","-","-","-","-","-","-","552039.1019","199584.8848","-","-","-","-","-","중구","644","미래산업"
626,"청계천로159","-","-","무궁화통신음향(창고)","-","-","-","-","-","-","552227.3991","199573.222","-","-","-","-","-","종로구","626","무궁화통신음향"
627,"을지로157","스피커","스피커,앰프,프로젝터","무제미디어","-","-","-","-","02-2278-7867","-","551988.354400 ","199590.933100 ","-","음향","판매","-","-","중구","627","무제미디어"
628,"을지로157","-","-","무제미디어","-","-","-","-","-","-","551988.6625","199594.7692","-","-","-","-","-","중구","628","무제미디어"
629,"창경궁로53","에폭시,실리콘,빤짝이,진주박,동양화분채안료,네일아트재료,청동부식,철부식","에폭시,실리콘","무지개안료","-","-","부식","-","2272-0965","-","-","-","-","-","-","기타","-","중구","629","무지개안료"
643,"을지로157","인서트","인서트","미래산업","-","-","-","-","02-2265-1325","-","551948.768000 ","199592.706500 ","-","전기/전자","개발","-","-","중구","643","미래산업"
635,"청계천로159","노래방기기","노래방기기,마이크,스피커,앰프,각종케이스","문화전자","-","-","-","-","02-2272-7989","-","552211.733100 ","199586.486200 ","-","음향","판매","-","-","종로구","635","문화전자"
634,"을지로157","음향기기","음향기기","문평전자","-","-","-","-","02-2268-1458","-","551940.454000 ","199592.137800 ","-","음향","판매","-","-","중구","634","문평전자"
633,"을지로157","음향기기","음향기기","문평전자","-","-","-","-","02-2268-1458","-","551940.454000 ","199592.137800 ","-","음향","판매","-","-","중구","633","문평전자"
632,"창경궁로5길13","레이저커팅,포맥스가공,아크릴박스.아크릴성형,실사출력가공","포맥스,아크릴박스","문아크릴","-","-","출력,절단","-","2276-0906","-","-","-","-","-","판매","가공","-","중구","632","문아크릴"
630,"창경궁로166-14","시보리가공,특수조명,일반조명","시보리,조명,특수조명","문경시보리","-","-","-","-","2263-9596,010-5271-1552","-","-","-","-","-","판매","가공","-","중구","630","문경시보리"
631,"청계천로159","IC","IC,TR,다이오드","문성전자","-","-","-","-","02-2265-1642","-","552168.965500 ","199584.679100 ","-","전기/전자","판매","-","-","종로구","631","문성전자"
618,"청계천로159","브랜드디자인","플랫폼","모인랩","-","-","디자인","-","010-2070-3252","-","-","-","-","문화","기타","-","-","종로구","618","모인랩"
619,"청계천로159","브랜드디자인","플랫폼","모인랩","-","-","디자인","-","010-2070-3252","-","-","-","-","문화","기타","-","-","종로구","619","모인랩"
620,"청계천로159","전자부품","전자부품","모하테크놀러지","-","-","-","-","02-2272-4433","-","-","-","-","전기/전자","판매","-","-","종로구","620","모하테크놀러지"
621,"청계천로159","CCTV제조및설치","CCTV,음향기기","무궁화통신음향","-","-","-","-","02-2272-0481","-","-","-","-","음향/통신","판매","-","-","종로구","621","무궁화통신음향"
622,"청계천로159","CCTV제조및설치","CCTV,음향기기","무궁화통신음향","-","-","-","-","02-2272-0481","-","-","-","-","음향/통신","판매","-","-","종로구","622","무궁화통신음향"
623,"청계천로159","-","-","무궁화통신음향(창고)","-","-","-","-","-","-","552200.1609","199566.7083","-","-","-","-","-","종로구","623","무궁화통신음향"
624,"청계천로159","-","-","무궁화통신음향(창고)","-","-","-","-","-","-","552167.3886","199570.2444","-","-","-","-","-","종로구","624","무궁화통신음향"
625,"청계천로159","-","-","무궁화통신음향(창고)","-","-","-","-","-","-","552157.5569","199571.3052","-","-","-","-","-","종로구","625","무궁화통신음향"
616,"청계천로159","네비게이션","네비게이션,블랙박스","모비스프라자","-","-","-","-","02-2272-0404","-","552218.287600 ","199585.779000 ","-","전기/전자","판매","-","-","종로구","616","모비스프라자"
617,"을지로157","한식당","식음료","모아밥상","-","-","-","-","02-2277-9832","-","551914.064300 ","199610.535100 ","-","F&B","판매","-","-","중구","617","모아밥상"
615,"청계천로159","네비게이션","네비게이션,블랙박스","모비스프라자","-","-","-","-","02-2272-0404","-","552218.287600 ","199585.779000 ","-","전기/전자","판매","-","-","종로구","615","모비스프라자"
613,"청계천로159","무전기","무전기","모던통신","-","-","-","-","02-2271-3132","-","552162.673900 ","199580.204400 ","-","통신","판매","-","-","종로구","613","모던통신"
614,"을지로157","오락기","게임기","모란전자","-","-","-","-","010-4080-8501","-","551926.867600 ","199606.087600 ","-","오락기","판매","-","-","중구","614","모란전자"
612,"청계천로159","무전기","무전기","모던통신","-","-","-","-","02-2271-3132","-","552162.673900 ","199580.204400 ","-","통신","판매","-","-","종로구","612","모던통신"
611,"청계천로159","-","-","모던서플라이(창고)","-","-","-","-","-","-","552190.7291","199571.4292","-","-","-","-","-","종로구","611","모던서플라이"
610,"청계천로159","LED","LED,SMD,모듈,센서,스위치","모던서플라이","-","-","-","-","02-2274-7230","-","552191.414000 ","199577.699500 ","-","전기/전자","판매","-","-","종로구","610","모던서플라이"
609,"청계천로159","LED","LED,SMD,모듈,센서,스위치","모던서플라이","-","-","-","-","02-2274-7230","-","552191.414000 ","199577.699500 ","-","전기/전자","판매","-","-","종로구","609","모던서플라이"
601,"을지로157","음향기기","음향기기","명현미디어","-","-","-","-","02-2279-1046","-","551925.685200 ","199593.521700 ","-","음향","판매","-","-","중구","601","명현미디어"
602,"을지로157","음향기기","음향기기","명현미디어","-","-","-","-","02-2279-1046","-","551925.685200 ","199593.521700 ","-","음향","판매","-","-","중구","602","명현미디어"
603,"을지로157","음향기기","음향기기","명현미디어","-","-","-","-","02-2279-1046","-","551925.685200 ","199593.521700 ","-","음향","판매","-","-","중구","603","명현미디어"
604,"청계천로159","마이크","마이크,믹서기,스피커,앰프","모노사운드","-","-","-","-","02-2271-1551","-","552209.804800 ","199586.694000 ","-","음향","판매","-","-","종로구","604","모노사운드"
605,"청계천로159","마이크","마이크,믹서기,스피커,앰프","모노사운드","-","-","-","-","02-2271-1551","-","552209.804800 ","199586.694000 ","-","음향","판매","-","-","종로구","605","모노사운드"
606,"청계천로159","-","-","모노사운드","-","-","-","-","-","-","552205.3563","199568.737","-","음향","-","-","-","종로구","606","모노사운드"
607,"을지로159","-","조명","모던라이팅","-","-","-","-","2272-9986","-","-","-","-","-","-","조명","-","중구","607","모던라이팅"
599,"돈화문로8-1","접착제.실리콘윤활유.테이프","실리콘윤활유,접착제,테이프","명진상사","-","-","-","-","2275-4180","-","-","-","-","-","판매","자재","-","종로구","599","명진상사"
600,"-","컴퓨터조각,아크릴,알르미늄,실크,부식","아크릴,알루미늄","명판조각","-","-","조각,부식","-","2265-4994","-","-","-","-","-","판매","가공","-","-","600","명판조각"
598,"청계천로159","가전","가전제품","명진상사","-","-","-","-","02-2277-4008","-","552175.984300 ","199588.220300 ","-","가전","판매","-","-","종로구","598","명진상사"
597,"을지로135","도기,타일","도기,타일","명진","-","-","-","-","2266-2440,2263-2375~6","-","-","-","-","-","-","기타","-","중구","597","명진"
596,"돈화문로2길22","INDUSTRIALPLUGSANDSOCKETS","소켓,플러그","명지전기","-","-","-","-","2275-8400","-","-","-","-","-","-","전기전자","-","종로구","596","명지전기"
594,"돈화문로8-2","-","-","명전상사","-","-","-","-","-","-","-","-","-","-","-","기타","-","종로구","594","명전상사"
595,"돈화문로8-2","-","-","명전상사","-","-","-","-","-","-","552186.7574","199332.8997","-","-","-","기타","-","종로구","595","명전상사"
591,"청계천로159","노래방기기","노래방기기","명신전자","-","-","-","-","02-2279-1396","-","552214.190900 ","199568.819600 ","-","음향","판매","-","-","종로구","591","명신전자"
592,"청계천로160","-","-","명신전자","-","-","-","-","02-2268-1161","-","552039.0454","199584.2954","-","-","-","-","-","중구","592","명신전자"
593,"종로24길17","산업용명판,조각가공,판촉물각인","산업용명판,조각,판촉물","명암컴퓨터조각","-","-","-","-","2275-4054","-","-","-","-","-","판매","가공","-","종로구","593","명암컴퓨터조각"
590,"돈화문로4길16","EUROTHERMDCDRIVES,INVERTERS,JEANMULLERFUSE","DC-ACINVERTER,인버터,수입퓨즈","명신일렉트로닉스","-","-","-","-","275-2535","-","-","-","-","-","-","전기전자","-","종로구","590","명신일렉트로닉스"
588,"청계천로159","TV","TV,가전제품","명성전자","-","-","-","-","02-2266-6520","-","-","-","-","가전","판매","-","-","종로구","588","명성전자"
589,"창경궁로5길30","각종비철절단,절단,절곡,프레스금형가공","-","명성절단","-","-","절단,절곡,금형","-","2268-1882,010-3721-1882","-","-","-","-","-","판매","가공","-","중구","589","명성절단"
587,"청계천로159","TV","TV,가전제품","명성전자","-","-","-","-","02-2266-6520","-","552174.564500 ","199575.217100 ","-","가전","판매","-","-","종로구","587","명성전자"
586,"-","스텐신주,조명기구,시보리,알곤용접","조명,시보리,신주","명성시보리","-","-","아르곤용접","-","2268-5563","-","-","-","-","-","판매","가공","-","-","586","명성시보리"
585,"종로22길20","불소수지전선,튜브,규소수지전선,내열전선,튜브전문점(FEP,PFA,PTFE)","불소수지전선,규소수지전선,내열전선,튜브","명성산업사","-","-","-","-","2277-7555","-","-","-","-","-","-","전기전자","-","종로구","585","명성산업사"
583,"을지로157","노래방기기","노래방기기,음향기기","명동미디어","-","-","-","-","02-2263-7799","-","551969.799100 ","199604.630900 ","-","음향","판매","-","-","중구","583","명동미디어"
581,"청계천로159","-","-","명도전자(창고)","-","-","-","-","-","-","552181.1183","199574.5099","-","-","-","-","-","종로구","581","명도전자"
582,"을지로157","노래방기기","노래방기기,음향기기","명동미디어","-","-","-","-","02-2263-7799","-","551969.799100 ","199604.630900 ","-","음향","판매","-","-","중구","582","명동미디어"
580,"청계천로159","노래방기기","노래방기기","명도전자","-","-","-","-","02-2268-1830","-","552172.695900 ","199573.296800 ","-","음향","판매","-","-","종로구","580","명도전자"
579,"창경궁로5길18","알곤용접,행거,집기,가구,학생작품제작","행거,집기","메탈포인트","-","-","아르곤용접","-","6402-6799","-","-","-","-","-","판매","가공","-","중구","579","메탈포인트"
578,"을지로19길28","알곤용접,금속가구,행거,집기,인테리어소품,학생작품,테이블,주문제작,현장시공","행거,인테리어집기,인테리어제품","메탈101","-","-","아르곤용접","-","010-4200-6197","-","-","-","-","-","판매","가공","-","중구","578","메탈101"
577,"청계천로159","문화기획","-","메타세운랩","-","-","행사기획,컨설팅,행사기획","-","070-4416-8585","-","-","-","-","문화","기타","-","-","종로구","577","메타세운랩"
300,"을지로157","RF리더","RF리더,전자회로기판,타이머","대도전자","-","-","-","-","02-2261-4567","-","552007.874600 ","199604.566700 ","-","전기/전자","개발","-","-","중구","300","대도전자"
566,"청계천로159","전자부품","전자부품,커넥터","마스터전자","-","-","-","-","02-2267-2216","-","-","-","-","전기/전자","판매","-","-","종로구","566","마스터전자"
567,"을지로157","-","-","마이아트예술기획연구소","-","-","-","-","-","-","551922.5194","199613.5891","-","문화","기타","-","-","중구","567","마이아트예술기획연구소"
568,"돈화문로12-2","디자인하는아크릴가게","아크릴","마인드아크릴","-","-","-","-","2279-6771","-","-","-","-","-","판매","가공","-","종로구","568","마인드아크릴"
573,"을지로157","-","-","매직프레이트","-","-","-","-","-","-","552012.8409","199604.2743","-","-","-","-","-","중구","573","매직프레이트"
574,"을지로157","서류퀵배송","-","맨투맨퀵","-","-","배송","-","02-2263-9424","-","552003.658900 ","199586.872900 ","-","기타","기타","-","-","중구","574","맨투맨퀵"
575,"을지로161","각종조명및자재","조명,조명부품","메가룩스","-","-","-","-","2265-6911","-","-","-","-","-","-","조명","-","중구","575","메가룩스"
576,"청계천로262","메이커교육연구및포럼운영","-","메이커교육실천","-","-","-","-","-","-","-","-","-","교육","개발","-","-","중구","576","메이커교육실천"
571,"청계천로167-1","전기자재","전기자재","매일전기","-","-","-","-","2274-0071","-","-","-","-","-","-","전기전자","-","종로구","571","매일전기"
572,"청계천로167-1","삼파장,장미전구","삼파장전구,전구,특수전구","매일전기","-","-","-","-","2274-0071","-","-","-","-","-","-","조명","-","종로구","572","매일전기"
569,"청계천로270","그래픽","그래픽","만날","-","-","인테리어시공","-","-","-","-","-","-","문화","기타","-","-","중구","569","만날"
570,"청계천로159","3D프린팅전자의수개발","전자의수","만드로","-","-","-","-","070-4405-9995","-","-","-","-","전자/기계","개발","-","-","종로구","570","만드로"
565,"을지로157","스피커","스피커,앰프,음향기기","마샬프로사운드","-","-","-","-","02-2273-4030","-","551953.984500 ","199593.145100 ","-","음향","수리/판매","-","-","중구","565","마샬프로사운드"
564,"을지로157","무선호출벨","호출벨","링크맨","-","-","-","-","02-2278-0708","-","551982.798000 ","199602.055300 ","-","통신","제조/판매","-","-","중구","564","링크맨"
563,"돈화문로4-2","냉동부품피스톤,각종링구","피스톤,냉동부품","링구센타","-","-","-","-","2272-5818,2265-2084","-","-","-","-","-","-","기계/에너지","-","종로구","563","링구센타"
560,"을지로157","노래방기기","노래방기기","르망전자","-","-","-","-","02-2277-5334","-","552017.844600 ","199585.053800 ","-","음향","판매","-","-","중구","560","르망전자"
561,"청계천로273","생활한복디자인숍","의류","리네한","-","-","-","-","0507-1301-0676","-","-","-","-","기타","판매","-","-","중구","561","리네한"
558,"을지로157","노래방기기","노래방기기","르망전자","-","-","-","-","02-2277-5334","-","552017.844600 ","199585.053800 ","-","음향","판매","-","-","중구","558","르망전자"
557,"청계천로159","-","-","롯데전자","-","-","-","-","-","-","552179.0938","199571.1563","-","-","-","-","-","종로구","557","롯데전자"
555,"을지로157","-","-","로얄멕스","-","-","-","-","-","-","551942.3948","199595.1105","-","-","-","-","-","중구","555","로얄멕스"
556,"청계천로160","-","-","로젠택배","-","-","-","-","02-2272-2384","-","552037.7829","199600.7815","-","기타","기타","-","-","중구","556","로젠택배"
554,"-","벳지,메달,열쇠고리","배지,메달","로얄금속","-","-","-","-","2279-9710","-","-","-","-","-","판매","가공","-","-","554","로얄금속"
553,"청계천로329","과학교구","과학교구","로보사이언스","-","-","-","-","070-7548-1884","-","-","-","-","교육","개발/판매","-","-","중구","553","로보사이언스"
551,"을지로157","도청탐지기","도청탐지기,몰래카메라탐지기","로마영상","-","-","-","-","02-2277-6027","-","551932.249100 ","199592.906700 ","-","통신","판매","-","-","중구","551","로마영상"
552,"청계천로159","액세서리온라인사무실","액세서리","로메이","-","-","-","-","010-3906-9003","-","-","-","-","기타","기타","-","-","종로구","552","로메이"
544,"청계천로159","오디오","오디오,카메라,영상장비","라인미디어","-","-","-","-","02-2269-0718","-","552181.436900 ","199577.429000 ","-","영상/음향","판매","-","-","종로구","544","라인미디어"
550,"청계천로159","교회음향","음악","로뎀음향","-","-","-","-","02-2263-0140","-","-","-","-","영상/음향","판매","-","-","종로구","550","로뎀음향"
549,"청계천로159","오디오","오디오,음반,음향기기","레전드","-","-","-","-","010-6667-6669","-","552164.521100 ","199579.254200 ","-","음향","판매","-","-","종로구","549","레전드"
548,"을지로157","VR콘텐츠제작","VR콘텐츠,드론,VR기기","랩앤스튜디오보리","-","-","-","-","-","-","552006.535100 ","199616.952800 ","-","기타","개발","-","-","중구","548","랩앤스튜디오보리"
547,"청계천로159","네트워크통신장비","통신장비","랜마켓","-","-","-","-","02-2271-5000","-","552229.517700 ","199567.165800 ","-","통신","판매","-","-","종로구","547","랜마켓"
546,"청계천로159","네트워크통신장비","통신장비","랜마켓","-","-","-","-","02-2271-5000","-","552229.517700 ","199567.165800 ","-","통신","판매","-","-","종로구","546","랜마켓"
545,"청계천로159","PA음향기기","음향기기","라인테크","-","-","-","-","02-2269-5321","-","-","-","-","기계/음향","개발","-","-","종로구","545","라인테크"
538,"을지로157","성인게임기개발","게임기","라이온전자","-","-","-","-","070-7766-2672","-","551989.978600 ","199607.872700 ","-","오락기","개발/판매","-","-","중구","538","라이온전자"
539,"-","-","-","라이프전기조명","-","-","-","-","-","-","-","-","-","-","-","조명","이전(홍제동)","-","539","라이프전기조명"
540,"청계천로175","-","-","라이프전기조명","-","-","-","-","-","-","552163.3807","199744.1531","-","-","-","조명","-","-","540","라이프전기조명"
541,"청계천로159","냉난방기","냉방기,가전제품","라이프상사","-","-","-","-","02-2272-4610","-","552166.141400 ","199574.004000 ","-","가전","판매","-","-","종로구","541","라이프상사"
542,"청계천로159","냉난방기","난방기,가전제품","라이프상사","-","-","-","-","02-2272-4610","-","552166.141400 ","199574.004000 ","-","가전","판매","-","-","종로구","542","라이프상사"
543,"청계천로159","오디오","오디오,카메라,영상장비","라인미디어","-","-","-","-","02-2269-0718","-","552181.436900 ","199577.429000 ","-","영상/음향","판매","-","-","종로구","543","라인미디어"
518,"청계천로160","-","-","드림전자","-","-","-","-","010-9273-7585","-","552029.0771","199596.7619","-","-","-","-","-","중구","518","드림전자"
